assembly,ID,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score,optimal_score,cutoff
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0562.cds.fa.fixed.fa,MMETSP0562,23064,150,6531,23920128,1027.41298,1287,10269,0,18284,99.82726,621,1023,1380,1818,2610,0.46577,0.0919,0.07604,1.75889,100000,0.00418,0.19276,25273060,19073289,0.75469,14387339,0.56928,4685950,5897,1946359,0.08137,17269,0.74874,2102,0.09114,8829,0.3828,3754,0.16276,0.20927,0.25282,0.24819
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1071.cds.fa.fixed.fa,MMETSP1071,32536,150,15834,46678398,1427.08274,1423,18829,27,27224,99.87274,807,1389,1962,2775,4437,0.53504,0.05436,0.10117,2.04944,136164,0.00292,0.2403,35939914,28128139,0.78264,22272811,0.61972,5855328,8468,5884478,0.12606,24306,0.74705,4779,0.14688,13817,0.42467,1787,0.05492,0.24988,0.38257,0.35334
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1408.cds.fa.fixed.fa,MMETSP1408,15070,150,15507,20157021,1326.4073,965,7848,11,11527,99.8605,756,1374,1974,2832,4575,0.48424,0.031,0.08483,1.93254,53109,0.00263,0.22944,24394087,19851221,0.81377,14268992,0.58494,5582229,7426,80647,0.004,9556,0.63411,37,0.00246,3459,0.22953,536,0.03557,0.28969,0.34371,0.32919
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0213.cds.fa.fixed.fa,MMETSP0213,18896,150,16383,16115748,835.04895,1935,5034,36,11513,99.73966,441,828,1287,2025,5475,0.47783,0.03597,0.19407,1.94357,86485,0.00537,0.15042,26677986,15170985,0.56867,11421671,0.42813,3749314,5805,1295478,0.08039,14329,0.75831,1683,0.08907,7596,0.40199,612,0.03239,0.16316,0.26124,0.44603
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1055.cds.fa.fixed.fa,MMETSP1055,25083,150,6936,26732307,1060.16924,808,11330,0,20701,99.79227,615,1005,1365,1815,2658,0.48592,0.07003,0.1265,1.9334,57454,0.00215,0.20115,24041601,14901764,0.61983,10539206,0.43837,4362558,7939,3016602,0.11284,18752,0.7476,3404,0.13571,10345,0.41243,2393,0.0954,0.13417,0.21201,0.26734
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1336.cds.fa.fixed.fa,MMETSP1336,13857,150,13812,14322633,1019.50812,1114,5809,3,9821,99.84288,600,1071,1497,2061,3402,0.44748,0.07733,0.0747,1.79499,49291,0.00344,0.18956,14928287,12204927,0.81757,9424862,0.63134,2780065,4569,74842,0.00523,8875,0.64047,43,0.0031,4373,0.31558,744,0.05369,0.31408,0.36709,0.41597
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1065.cds.fa.fixed.fa,MMETSP1065,18692,150,18255,19698024,1033.10149,2225,7353,11,11793,99.83677,588,1191,1731,2565,4599,0.49262,0.01461,0.06821,1.9099,66454,0.00337,0.18451,32997247,24430836,0.74039,18416186,0.55811,6014650,5297,97204,0.00493,12482,0.66777,49,0.00262,4809,0.25728,5521,0.29537,0.16694,0.17048,0.04555
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1002.cds.fa.fixed.fa,MMETSP1002,16903,150,4656,9208974,517.92055,2620,2180,0,7292,99.77386,300,537,819,1215,2298,0.45117,0.08724,0.06736,1.76254,32383,0.00352,0.1104,3371950,2264798,0.67166,1485141,0.44044,779657,1182,1063454,0.11548,16462,0.97391,731,0.04325,14682,0.8686,994,0.05881,0.10877,0.17423,0.14128
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0789.cds.fa.fixed.fa,MMETSP0789,21044,150,13455,26728338,1262.44972,927,10880,5,17310,99.84312,717,1212,1701,2433,4002,0.3971,0.065,0.09888,1.52356,62573,0.00234,0.21594,26689061,20107354,0.75339,16091492,0.60292,4015862,4599,3046798,0.11399,14939,0.70989,2628,0.12488,7506,0.35668,2494,0.11851,0.2172,0.30561,0.33192
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1418.cds.fa.fixed.fa,MMETSP1418,15219,150,15486,20689815,1348.63394,942,7966,13,11591,99.87051,762,1386,2022,2922,4806,0.48393,0.02877,0.0886,1.93088,59431,0.00287,0.23097,20713694,17198406,0.83029,12843493,0.62005,4354913,8421,89431,0.00432,9989,0.65635,44,0.00289,3956,0.25994,261,0.01715,0.33354,0.40084,0.43353
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1447.cds.fa.fixed.fa,MMETSP1447,15504,150,13128,13404198,847.7144,1502,5025,2,9892,99.7987,471,909,1281,1794,3036,0.45662,0.07017,0.08444,1.82098,47466,0.00354,0.1636,22392435,17415294,0.77773,12354361,0.55172,5060933,7354,74249,0.00554,9992,0.64448,41,0.00264,3808,0.24561,1697,0.10946,0.21152,0.24543,0.32341
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0058.cds.fa.fixed.fa,MMETSP0058,25568,150,16431,31337223,1218.30448,1082,12510,18,20833,99.81527,687,1152,1629,2358,3990,0.57542,0.04363,0.07057,2.01582,160197,0.00511,0.21361,33909759,25205746,0.74332,19722046,0.5816,5483700,5228,3765943,0.12017,18811,0.73572,3277,0.12817,10824,0.42334,3015,0.11792,0.20435,0.30091,0.34223
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0998.cds.fa.fixed.fa,MMETSP0998,16668,150,11901,18005430,1068.32505,1140,6836,4,11949,99.80952,585,1083,1575,2334,3981,0.44072,0.07349,0.08135,1.7681,59538,0.00331,0.19239,31397330,21048970,0.67041,15633784,0.49793,5415186,4104,97349,0.00541,10617,0.63697,51,0.00306,4262,0.2557,4610,0.27658,0.15862,0.16504,0.05313
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0106.cds.fa.fixed.fa,MMETSP0106,24884,150,26244,36432966,1450.74401,1913,13054,116,19249,99.92252,798,1494,2238,3384,6666,0.59916,0.01398,0.03906,2.11191,81682,0.00224,0.23268,24348363,21389994,0.8785,18702383,0.76812,2687611,5206,6112299,0.16777,18983,0.76286,4382,0.1761,12751,0.51242,1003,0.04031,0.243,0.48579,0.4609
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0150.cds.fa.fixed.fa,MMETSP0150,14834,150,14673,19032624,1269.61116,1147,7373,11,10982,99.87658,735,1329,1908,2826,4833,0.44357,0.07676,0.09151,1.79702,35863,0.00188,0.21995,25755031,22194564,0.86176,18004360,0.69906,4190204,9015,70992,0.00373,8774,0.59148,50,0.00337,2700,0.18201,311,0.02097,0.3876,0.48807,0.44461
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0797.cds.fa.fixed.fa,MMETSP0797,82788,150,7158,74462924,881.64805,8466,29176,0,55384,99.93587,525,951,1344,1830,2856,0.67148,0.0205,0.06588,2.09124,330427,0.00444,0.1523,24296474,19152413,0.78828,15179962,0.62478,3972451,21756,8732197,0.11727,61953,0.74833,8705,0.10515,41903,0.50615,2950,0.03563,0.25356,0.40285,0.44799
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1414.cds.fa.fixed.fa,MMETSP1414,15105,150,11340,19321224,1266.98848,1050,7587,3,11290,99.86556,732,1329,1926,2730,4197,0.48496,0.03029,0.08712,1.92874,63311,0.00328,0.22215,21203007,17600194,0.83008,12689161,0.59846,4911033,7663,89941,0.00466,10070,0.66667,33,0.00218,4179,0.27666,431,0.02853,0.29058,0.35989,0.39274
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0405.cds.fa.fixed.fa,MMETSP0405,15741,150,6159,15807966,998.02439,559,6488,0,12544,99.8526,570,960,1308,1728,2610,0.40834,0.05617,0.08825,1.82777,61112,0.00387,0.18688,32078726,23788871,0.74158,19705817,0.6143,4083054,2304,1129904,0.07148,10741,0.68236,1429,0.09078,5239,0.33283,2817,0.17896,0.2332,0.27617,0.02707
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0885.cds.fa.fixed.fa,MMETSP0885,22946,150,13815,17893701,753.22187,3514,5947,11,12098,99.93555,396,861,1347,2031,3936,0.67662,0.00718,0.03274,2.61571,74291,0.00415,0.12334,21489429,18407417,0.85658,15174565,0.70614,3232852,14744,92193,0.00515,14544,0.63384,90,0.00392,6442,0.28075,1469,0.06402,0.28952,0.39005,0.44996
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1036.cds.fa.fixed.fa,MMETSP1036,68646,150,8892,75428873,1085.61776,5219,30798,0,50914,99.91152,627,1140,1608,2199,3303,0.60597,0.05913,0.02909,2.03805,214760,0.00285,0.19213,25563070,19883372,0.77782,16317426,0.63832,3565946,17564,10156021,0.13464,51133,0.74488,8574,0.1249,38850,0.56595,1608,0.02342,0.24591,0.44667,0.51917
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0224.cds.fa.fixed.fa,MMETSP0224,41756,150,8451,46108956,1091.91378,2968,19295,0,31374,99.88479,645,1134,1572,2106,3255,0.59401,0.04318,0.0287,1.94155,127422,0.00276,0.19598,21540213,17476395,0.81134,14027894,0.65124,3448501,12685,5698609,0.12359,29585,0.70852,4601,0.11019,18404,0.44075,1116,0.02673,0.27079,0.44682,0.51585
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1165.cds.fa.fixed.fa,MMETSP1165,13127,150,17289,12208838,913.80971,1221,4414,12,8514,99.92893,492,960,1416,2052,3885,0.66556,-0.05626,0.02633,2.28823,56517,0.00463,0.14571,12883255,10846314,0.84189,8277003,0.64246,2569311,6587,67862,0.00556,8757,0.6671,44,0.00335,5411,0.4122,567,0.04319,0.2751,0.33304,0.41594
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0937.cds.fa.fixed.fa,MMETSP0937,7359,150,20769,11483700,1556.43824,170,4477,17,6536,99.90652,852,1431,2058,3021,5136,0.56293,0.09957,0.04046,2.76308,21277,0.00185,0.24632,25141692,18981963,0.755,16652605,0.66235,2329358,3517,1715626,0.1494,4787,0.6505,1140,0.15491,2394,0.32532,361,0.04906,0.26101,0.44272,0.42933
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1411.cds.fa.fixed.fa,MMETSP1411,14934,150,9618,18649809,1236.81037,1030,7494,0,11184,99.85177,720,1296,1845,2589,4032,0.48411,0.03337,0.08347,1.92732,55372,0.00297,0.21922,23087986,18218353,0.78908,12670372,0.54879,5547981,5898,83566,0.00448,9870,0.66091,35,0.00234,3684,0.24669,1770,0.11852,0.22265,0.24586,0.28106
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0229.cds.fa.fixed.fa,MMETSP0229,188,150,414,38895,104.05851,111,0,0,0,99.72397,222,258,414,414,414,0.5828,0.03173,0.11845,1.91926,285,0.00733,0.04507,30295222,9594659,0.31671,362932,0.01198,9231727,173,87,0.00224,52,0.2766,0,0,0,0,79,0.42021,0.00013,0,0.01871
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0210.cds.fa.fixed.fa,MMETSP0210,1818,150,2052,591201,282.61056,447,12,0,309,99.14634,243,324,426,612,2052,0.40895,0.20409,0.11025,1.49059,2333,0.00395,0.0666,26036178,4049459,0.15553,2460073,0.09449,1589386,292,56289,0.09521,952,0.52365,234,0.12871,312,0.17162,113,0.06216,0.01769,0.0464,0.42213
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0154.cds.fa.fixed.fa,MMETSP0154,17198,150,11364,17068830,976.83719,1543,6477,2,11460,99.84235,546,1038,1515,2175,3699,0.41675,0.07794,0.09749,1.89913,61895,0.00363,0.17622,23567702,19423999,0.82418,14903469,0.63237,4520530,6942,102236,0.00599,10944,0.63635,57,0.00331,5143,0.29905,333,0.01936,0.31091,0.41363,0.45377
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0790.cds.fa.fixed.fa,MMETSP0790,67920,150,7752,55329240,795.62951,7405,21051,0,43929,99.91703,480,867,1194,1608,2478,0.65066,0.02868,0.04903,2.06594,216954,0.00392,0.14584,21393593,16281320,0.76104,12951713,0.6054,3329607,20638,4607143,0.08327,49561,0.7297,4884,0.07191,36803,0.54186,2950,0.04343,0.27008,0.37172,0.43551
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0347.cds.fa.fixed.fa,MMETSP0347,4315,150,1026,872481,93.99143,2721,1,0,24,99.95858,216,267,1026,1026,1026,0.56548,0.05012,0.04498,1.88615,8607,0.00986,0.04521,27037719,5962727,0.22053,351194,0.01299,5611533,1565,4063,0.00466,1647,0.38169,2,0.00046,30,0.00695,894,0.20718,0.00018,0.00185,0.22902
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1040.cds.fa.fixed.fa,MMETSP1040,17349,150,11208,22741860,1301.88674,894,9088,10,14101,99.88722,729,1284,1827,2598,4203,0.46519,0.07687,0.06652,1.77385,74408,0.00327,0.22833,30679866,24447252,0.79685,20043385,0.65331,4403867,5141,2975520,0.13084,12167,0.70131,2383,0.13736,8218,0.47369,510,0.0294,0.2907,0.45663,0.54451
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1095.cds.fa.fixed.fa,MMETSP1095,3793,150,10728,3942717,1029.42157,216,1452,2,2798,99.85333,564,990,1446,2121,3771,0.34919,0.07622,0.08644,1.6851,7538,0.00191,0.17365,14069486,7611034,0.54096,6000541,0.42649,1610493,1085,10838,0.00275,2130,0.56156,1,0.00026,500,0.13182,99,0.0261,0.22837,0.27768,0.5333
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1060.cds.fa.fixed.fa,MMETSP1060,12985,150,18093,17282799,1316.93831,1046,6774,13,9642,99.85849,783,1398,1968,2856,4938,0.51696,0.01082,0.12529,1.99735,40817,0.00236,0.22149,37986371,27331394,0.71951,21414947,0.56375,5916447,5238,70153,0.00406,7907,0.60893,32,0.00246,3315,0.25529,812,0.06253,0.27921,0.32186,0.42336
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0916.cds.fa.fixed.fa,MMETSP0916,21195,150,23043,15091640,688.95523,2810,4577,8,10998,99.97422,363,729,1140,1734,3495,0.69317,-0.00851,0.04915,2.52726,57707,0.00382,0.1122,27591777,24733285,0.8964,20961921,0.75972,3771364,11019,64505,0.00427,12154,0.57344,48,0.00226,4936,0.23289,1589,0.07497,0.35058,0.42634,0.42345
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0292.cds.fa.fixed.fa,MMETSP0292,22429,150,11340,18038769,792.20023,1551,5944,2,14953,99.81208,444,765,1089,1542,2670,0.57712,0.05958,0.0866,1.9633,67566,0.00375,0.14651,32584258,18954303,0.5817,12940565,0.39714,6013738,4347,1946785,0.10792,16452,0.73351,2502,0.11155,10529,0.46944,1783,0.0795,0.14058,0.21294,0.36434
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0325.cds.fa.fixed.fa,MMETSP0325,53388,150,9444,62795354,1163.10411,4019,26071,0,39070,99.88167,681,1263,1746,2358,3546,0.56867,0.01296,0.08201,1.88846,135184,0.00215,0.20456,37466493,26580865,0.70946,20708833,0.55273,5872032,17753,8354564,0.13304,38390,0.71908,6786,0.12711,22943,0.42974,2409,0.04512,0.20237,0.34829,0.4329
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0008.cds.fa.fixed.fa,MMETSP0008,34304,51,20388,41492070,1190.04405,4196,14124,108,24096,99.86703,657,1245,1950,3192,7002,0.60507,0.00583,0.02615,2.26274,132825,0.0032,0.19074,27008131,20144343,0.74586,15773003,0.58401,4371340,4953,6912875,0.16661,29079,0.84769,6066,0.17683,20535,0.59862,1342,0.03912,0.17878,0.34917,0.46209
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0088.cds.fa.fixed.fa,MMETSP0088,14282,150,4266,8428029,568.82537,1745,2214,0,7317,99.7716,333,591,849,1152,1755,0.44326,0.08696,0.09007,1.72616,22015,0.00261,0.12042,4861869,3569451,0.73417,2663207,0.54777,906244,678,124241,0.01474,11152,0.78084,64,0.00448,7512,0.52598,2910,0.20375,0.16672,0.23598,0.37064
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0697.cds.fa.fixed.fa,MMETSP0697,35494,150,18066,53272125,1492.6174,1692,20843,77,29720,99.88612,846,1443,2058,3039,5163,0.52978,0.05054,0.05606,2.03269,172342,0.00324,0.25276,32127769,23811082,0.74114,19842001,0.6176,3969081,10723,6510370,0.12221,27939,0.78715,4960,0.13974,15049,0.42399,1794,0.05054,0.2627,0.40178,0.39827
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1155.cds.fa.fixed.fa,MMETSP1155,41787,150,14388,41308242,975.30907,3183,15594,9,30394,99.91267,564,969,1386,1977,3369,0.69842,1.00E-05,-0.00484,2.37605,154158,0.00373,0.15288,27739768,24507574,0.88348,20563463,0.7413,3944111,20508,4618508,0.11181,30907,0.73963,4795,0.11475,16536,0.39572,2410,0.05767,0.28382,0.43661,0.4934
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1068.cds.fa.fixed.fa,MMETSP1068,35521,150,24354,29676816,808.52259,5529,10405,13,19421,99.85262,438,957,1455,2145,4101,0.64348,0.02676,0.06166,2.10911,124971,0.00421,0.14095,29729660,22205966,0.74693,13628959,0.45843,8577007,15718,222930,0.00751,23858,0.67166,247,0.00695,10646,0.29971,5428,0.15281,0.13026,0.14171,0.03926
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0286.cds.fa.fixed.fa,MMETSP0286,27868,150,8796,18205920,633.74031,3134,4941,0,14929,99.81237,351,630,939,1392,2670,0.64429,0.01314,0.03501,2.34846,63524,0.00349,0.12037,25236723,16797206,0.66559,12718981,0.50399,4078225,5123,1440196,0.07911,20042,0.71918,2006,0.07198,10670,0.38288,5338,0.19155,0.15217,0.18585,0.05719
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0225.cds.fa.fixed.fa,MMETSP0225,140,150,324,28200,100.88571,82,0,0,0,99.8938,210,261,324,324,324,0.5967,0.01743,0.13111,2.05224,228,0.00809,0.04304,26571295,9590519,0.36094,249319,0.00938,9341200,137,47,0.00167,27,0.19286,0,0,1,0.00714,74,0.52857,0.00013,0.00013,0.0501
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0994.cds.fa.fixed.fa,MMETSP0994,19902,150,13977,16473192,807.09391,2361,5775,8,11568,99.90195,426,888,1323,1905,3573,0.69002,-0.00146,0.00677,2.36928,92120,0.00559,0.13317,12517819,10471472,0.83653,8484855,0.67782,1986617,9694,108738,0.0066,13463,0.67646,79,0.00397,9953,0.5001,616,0.03095,0.29858,0.40663,0.47733
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0816.cds.fa.fixed.fa,MMETSP0816,16926,150,4815,11625888,665.18717,2117,3864,0,9741,99.71657,390,732,1017,1371,2061,0.45519,0.08321,0.07139,1.98891,35720,0.00307,0.13696,25782239,12484284,0.48422,8401867,0.32588,4082417,4945,68112,0.00586,11230,0.66348,47,0.00278,3129,0.18486,4791,0.28306,0.081,0.08362,0.02817
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1325.cds.fa.fixed.fa,MMETSP1325,21129,150,8253,9467460,405.04643,5254,1804,0,6131,99.83363,258,453,771,1356,5616,0.61097,0.04006,0.07298,2.21557,60059,0.00634,0.0895,1452589,987240,0.67964,770488,0.53042,216752,519,324961,0.03432,18145,0.85877,736,0.03483,19054,0.90179,2287,0.10824,0.15567,0.25632,0.24216
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0878.cds.fa.fixed.fa,MMETSP0878,15308,150,10881,21072012,1366.72126,860,8375,1,11964,99.87503,786,1398,2001,2847,4431,0.48371,0.02825,0.08854,1.92966,54764,0.0026,0.23589,26021363,20656156,0.79382,16669522,0.64061,3986634,6293,76879,0.00365,9454,0.61759,25,0.00163,3441,0.22478,365,0.02384,0.38329,0.44736,0.46575
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0116.cds.fa.fixed.fa,MMETSP0116,75581,150,13092,79126197,1032.52823,6248,31692,8,54262,99.93759,600,1086,1530,2118,3450,0.62957,0.03243,0.0224,2.26117,479055,0.00605,0.17756,23459230,18358114,0.78255,15196705,0.64779,3161409,21908,10712383,0.13538,57818,0.76498,9224,0.12204,41305,0.5465,1798,0.02379,0.25543,0.44565,0.45544
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0143.cds.fa.fixed.fa,MMETSP0143,50646,150,13455,39921879,765.86631,6521,12521,9,27334,99.89431,393,822,1293,2046,4473,0.66031,0.00823,0.02951,2.39249,211691,0.0053,0.13103,37105551,29247645,0.78823,21671053,0.58404,7576592,21396,268887,0.00674,33696,0.66532,288,0.00569,20541,0.40558,5729,0.11312,0.21951,0.23363,0.27687
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1104.cds.fa.fixed.fa,MMETSP1104,15855,150,20544,14301810,880.62971,1955,4868,28,8998,99.94134,447,996,1542,2337,4830,0.66027,0.05971,0.00144,2.20713,64470,0.00451,0.14547,11174800,10036908,0.89817,8044232,0.71985,1992676,5536,75472,0.00528,10772,0.67941,39,0.00246,7911,0.49896,544,0.03431,0.31804,0.42302,0.54969
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0125.cds.fa.fixed.fa,MMETSP0125,13505,150,19779,11069157,804.47405,1178,2868,51,7473,99.24727,387,741,1248,2244,8133,0.41068,0.03017,0.10578,1.34976,34267,0.0031,0.13654,36781339,16368882,0.44503,11600835,0.3154,4768047,1992,1712812,0.15474,10100,0.74787,2799,0.20726,5522,0.40889,344,0.02547,0.08126,0.19224,0.47668
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0087.cds.fa.fixed.fa,MMETSP0087,30883,150,15669,41471271,1332.86669,1772,15070,103,23886,99.88679,711,1314,1962,2991,5937,0.52249,9.00E-05,0.08379,1.84178,71793,0.00173,0.22035,29999030,22953750,0.76515,18138605,0.60464,4815145,16907,5528972,0.13332,22249,0.72043,3781,0.12243,15361,0.49739,961,0.03112,0.24209,0.39008,0.46756
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1123.cds.fa.fixed.fa,MMETSP1123,30732,150,6906,24131397,770.58893,2581,8542,0,19855,99.79451,435,774,1122,1545,2352,0.56693,0.05747,0.043,1.94293,63659,0.00264,0.15253,23009175,11002419,0.47818,8394370,0.36483,2608049,3029,2097534,0.08692,22203,0.72247,2239,0.07286,15691,0.51058,2252,0.07328,0.15155,0.20827,0.34029
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0101.cds.fa.fixed.fa,MMETSP0101,23631,150,23856,31675440,1330.32855,1373,11131,86,18116,99.8708,684,1308,1995,3165,6687,0.4054,0.07152,0.06262,1.63156,89442,0.00282,0.20937,40496841,27810623,0.68674,22466231,0.55477,5344392,5695,4264692,0.13464,16493,0.69794,3508,0.14845,10214,0.43223,1525,0.06453,0.19611,0.32534,0.43203
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0268.cds.fa.fixed.fa,MMETSP0268,82964,150,15510,80687603,955.25634,8250,30668,45,54801,99.93665,531,1038,1506,2124,3630,0.655,0.03646,0.05037,2.0995,314942,0.0039,0.16124,34193622,27842584,0.81426,22325125,0.6529,5517459,29733,11607367,0.14386,60240,0.7261,10129,0.12209,33998,0.40979,3777,0.04553,0.23153,0.419,0.49987
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0924.cds.fa.fixed.fa,MMETSP0924,5786,150,816,1229316,115.72658,3251,0,0,116,99.91487,216,258,471,816,816,0.48047,0.08532,0.02643,1.79618,16468,0.0134,0.04692,16787344,1598418,0.09522,14901,0.00089,1583517,3663,54945,0.0447,4213,0.72814,121,0.02091,1411,0.24386,1053,0.18199,1.00E-05,9.00E-05,0.08792
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1424.cds.fa.fixed.fa,MMETSP1424,20532,150,11364,18285021,874.50687,1894,7110,2,12888,99.88542,465,960,1386,1899,2973,0.5922,0.08681,0.02007,1.96093,81762,0.00447,0.16414,18291361,15506624,0.84776,11925671,0.65198,3580953,8986,95048,0.0052,13473,0.6562,39,0.0019,8592,0.41847,574,0.02796,0.31429,0.38958,0.44724
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1435.cds.fa.fixed.fa,MMETSP1435,5117,150,2661,1959093,347.34454,1048,98,0,1471,99.63187,261,384,519,708,1854,0.45924,0.11423,0.07338,1.73029,9178,0.00468,0.08236,9205393,5711971,0.6205,3576765,0.38855,2135206,1053,10451,0.00533,3265,0.63807,3,0.00059,61,0.01192,1075,0.21008,0.06984,0.09143,0.24233
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0007.cds.fa.fixed.fa,MMETSP0007,13895,150,4248,7041987,481.18014,2054,1341,0,5917,99.67097,291,498,726,1023,1779,0.59629,0.01416,0.03526,2.23052,40182,0.00571,0.10343,20169675,8890859,0.4408,5847909,0.28994,3042950,2279,53861,0.00765,9190,0.66139,43,0.00309,4102,0.29521,2475,0.17812,0.0885,0.10319,0.32011
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0985.cds.fa.fixed.fa,MMETSP0985,32492,150,13875,34104963,1032.21762,3271,13105,18,22932,99.87044,603,1083,1551,2238,4077,0.66184,0.00804,0.02251,2.39773,119116,0.00349,0.16854,31862865,25726613,0.80742,19791079,0.62113,5935534,15372,4092332,0.11999,22483,0.69195,3451,0.10621,10037,0.30891,2906,0.08944,0.20335,0.33031,0.36051
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0272.cds.fa.fixed.fa,MMETSP0272,96640,150,16287,100466841,1022.21008,9687,39354,40,65986,99.9195,585,1122,1599,2235,3801,0.59803,0.05703,0.02252,2.06671,383277,0.00381,0.18054,30809495,23545939,0.76424,18683801,0.60643,4862138,38483,15659686,0.15587,73746,0.7631,12975,0.13426,51142,0.5292,3188,0.03299,0.22035,0.40639,0.4959
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1345.cds.fa.fixed.fa,MMETSP1345,7765,150,13569,9565389,1226.15699,254,3939,6,6351,99.88471,678,1164,1608,2322,3783,0.43004,-0.02034,0.15893,1.43692,19151,0.002,0.20488,25575770,18664019,0.72975,15830620,0.61897,2833399,2473,19566,0.00205,4396,0.56613,2,0.00026,746,0.09607,1106,0.14243,0.30437,0.31185,0.32558
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0717.cds.fa.fixed.fa,MMETSP0717,15136,150,4791,11099271,716.68446,1446,3914,0,9629,99.76919,423,765,1032,1338,1914,0.44429,0.09527,0.08267,1.67093,24346,0.00219,0.14604,3373505,2496907,0.74015,1762732,0.52252,734175,802,1103642,0.09943,14719,0.97245,1658,0.10954,12056,0.79651,4598,0.30378,0.1059,0.14259,0.02245
