,Run,SampleName.x,assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score,optimal_score,cutoff,CRBB_hits,n_contigs_with_CRBB,p_contigs_with_CRBB,rbh_per_reference,n_refs_with_CRBB,p_refs_with_CRBB,cov25,p_cov25,cov50,p_cov50,cov75,p_cov75,cov85,p_cov85,cov95,p_cov95,reference_coverage,ID,Complete,Fragmented,Missing,Total,Complete_BUSCO_perc,Input.Reads,Surviving.Reads,Percent.Surviving,Unique_kmers,Investigator,HighLevelClassification,Phylum,Class,Order,Family,Genus,Species,Strain,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,download_path,Experiment,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,Platform,Model,SRAStudy,BioProject,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName.y,CenterName,Submission,Consent,RunHash,ReadHash
11,SRR1294390,MMETSP0197,/mnt/scratch/ljcohen/mmetsp/Alexandrium_fundyense/SRR1294390/trinity/trinity_out/Alexandrium_fundyense_SRR1294390.Trinity.fixed.fa,26320,201,2739,11781833,447.63803,0,1707,0,7459,90.07672,236,344,526,782,1244,0.55946,-0.00968,-0.00188,1.89121,0,0,0.09591,16145145,7869521,0.48742,776591,0.0481,7092930,12892,1876860,0.1593,21297,0.80916,4993,0.1897,16841,0.63986,3794,0.14415,0.00189,0.00733,0.05335,80,80,0.00304,0.00215,55,0.00148,8,0.00021,2,5.00E-05,0,0,0,0,0,0,0.00017,Alexandrium_fundyense_SRR1294390,47,29,353,429,0.10955711,16172483,16145145,99.83,7961291,SenjieLin,"Alveolata(SAR,Chromalveolata)",Dinophyta,Dinophyceae,Gonyualacales,Goniodomataceae,Alexandrium,fundyense,CCMP1719,22-Jul-15,21-May-14,16172483,3234496600,16172483,200,1859,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294390,SRX549004,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616846,SAMN02740433,simple,2932,Alexandrium fundyense,MMETSP0197,NCGR,SRA166613,public,16EF980120B80C211E4E70663AD842D6,943090C502617DA11EA9A67C9F4A22CF
12,SRR1294391,MMETSP0398,/mnt/scratch/ljcohen/mmetsp/Amphidinium_carterae/SRR1294391/trinity/trinity_out/Amphidinium_carterae_SRR1294391.Trinity.fixed.fa,4733,201,1662,1832992,387.2791,0,57,0,1006,91.56554,233,313,419,561,818,0.53347,0.00327,0.00208,1.84215,0,0,0.08421,6960282,1493033,0.21451,76339,0.01097,1416694,3325,74316,0.04054,2098,0.44327,143,0.03021,2437,0.5149,443,0.0936,0.00025,0.00123,0.11267,3545,3545,0.749,0.45595,3077,0.39576,1558,0.20039,1321,0.1699,912,0.1173,708,0.09106,379,0.04875,0.16993,Amphidinium_carterae_SRR1294391,16,22,391,429,0.037296037,6960303,6960282,100,1323452,SenjieLin,"Alveolata(SAR,Chromalveolata)",Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,carterae,CCMP1314,22-Jul-15,21-May-14,6960303,696030300,6960303,100,391,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294391,SRX549005,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616847,SAMN02740468,simple,2961,Amphidinium carterae,MMETSP0398,NCGR,SRA166613,public,31D8BCC24F8E4151D32350003F520B01,0DC7F7E580787A352C71C3A44653BAE5
13,SRR1294392,MMETSP0398,/mnt/scratch/ljcohen/mmetsp/Amphidinium_carterae/SRR1294392/trinity/trinity_out/Amphidinium_carterae_SRR1294392.Trinity.fixed.fa,6917,201,3391,2959312,427.83172,0,263,0,1917,91.73264,239,339,484,667,1022,0.5343,0.00813,0.00558,1.85081,0,0,0.09184,5880542,3462672,0.58884,262012,0.04456,3200660,5452,217363,0.07345,5403,0.78112,300,0.04337,5463,0.78979,402,0.05812,0.00228,0.01172,0.20843,4585,4585,0.66286,0.58971,4109,0.52849,2119,0.27254,1910,0.24566,1482,0.19061,1237,0.1591,782,0.10058,0.24231,Amphidinium_carterae_SRR1294392,24,29,376,429,0.055944056,5881078,5880542,99.99,2306137,SenjieLin,"Alveolata(SAR,Chromalveolata)",Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,carterae,CCMP1314,22-Jul-15,21-May-14,5881078,588107800,5881078,100,384,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294392,SRX549006,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616847,SAMN02740468,simple,2961,Amphidinium carterae,MMETSP0398,NCGR,SRA166613,public,5A551CCF951B08A3AA7952E48643481F,340AF4A9B08393525C9C7E9C8C57A51C
14,SRR1294393,MMETSP0399,/mnt/scratch/ljcohen/mmetsp/Amphidinium_carterae/SRR1294393/trinity/trinity_out/Amphidinium_carterae_SRR1294393.Trinity.fixed.fa,7673,201,1548,3194574,416.33963,0,120,0,2054,92.00898,245,347,459,610,860,0.53381,0.00989,0.00892,1.84825,0,0,0.09026,12163645,9780509,0.80408,135967,0.01118,9644542,5907,126856,0.03971,3396,0.44259,242,0.03154,3792,0.4942,804,0.10478,0.00022,0.00101,0.08746,10,10,0.0013,0.00032,10,0.00032,5,0.00016,0,0,0,0,0,0,0,0,7.00E-05,Amphidinium_carterae_SRR1294393,31,30,368,429,0.072261072,12163683,12163645,100,2218096,SenjieLin,"Alveolata(SAR,Chromalveolata)",Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,carterae,CCMP1314,22-Jul-15,21-May-14,12163683,1216368300,12163683,100,709,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294393,SRX549007,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616848,SAMN02740469,simple,2961,Amphidinium carterae,MMETSP0399,NCGR,SRA166613,public,5E1636FEE1BCE14167DF69ACA19690E8,56A94722B791599595EDE58C264A4F23
15,SRR1294394,MMETSP0399,/mnt/scratch/ljcohen/mmetsp/Amphidinium_carterae/SRR1294394/trinity/trinity_out/Amphidinium_carterae_SRR1294394.Trinity.fixed.fa,9092,201,2099,4037640,444.08711,0,329,0,2802,92.16869,246,363,507,696,997,0.53401,0.0095,0.00682,1.85524,0,0,0.09535,11093368,6684794,0.60259,282701,0.02548,6402093,8812,114934,0.02847,3792,0.41707,376,0.04136,7155,0.78696,758,0.08337,0.00071,0.00412,0.16229,12,12,0.00132,0.00039,8,0.00026,2,7.00E-05,0,0,0,0,0,0,0,0,6.00E-05,Amphidinium_carterae_SRR1294394,41,33,355,429,0.095571096,11094315,11093368,99.99,3264679,SenjieLin,"Alveolata(SAR,Chromalveolata)",Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,carterae,CCMP1314,22-Jul-15,21-May-14,11094315,1109431500,11094315,100,690,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294394,SRX549008,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616848,SAMN02740469,simple,2961,Amphidinium carterae,MMETSP0399,NCGR,SRA166613,public,1378C42A915AE92FC1768F12F85D85BB,277D8C941F15D337276F359EF5825A29
16,SRR1294395,MMETSP0852,/mnt/scratch/ljcohen/mmetsp/Pseudo-nitzschia_fraudulenta/SRR1294395/trinity/trinity_out/Pseudo-nitzschia_fraudulenta_SRR1294395.Trinity.fixed.fa,26431,201,7067,22661482,857.38269,0,8010,0,11998,73.2539,333,876,1426,2054,3117,0.4958,0.00675,0.00836,2.06291,0,0,0.16004,18326816,16869254,0.92047,14753984,0.80505,2115270,16680,256064,0.0113,8683,0.32852,235,0.00889,13931,0.52707,2747,0.10393,0.32833,0.36508,0.21572,20292,20292,0.76773,1.08863,14990,0.80418,7881,0.4228,7084,0.38004,6152,0.33004,5716,0.30665,5147,0.27613,0.44142,Pseudo-nitzschia_fraudulenta_SRR1294395,169,83,177,429,0.393939394,18350672,18326816,99.87,19776403,BethanyJenkins,"Stramenopila(SAR,Chromalveolata)",Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,fraudulenta,WWA7,22-Jul-15,21-May-14,18350672,1835067200,18350672,100,1073,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294395,SRX549009,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616849,SAMN02740326,simple,183588,Pseudo-nitzschia fraudulenta,MMETSP0852,NCGR,SRA166613,public,50E74FDE03BDC251A138D0768FB8BA67,C955FC17D0BEB9E1C8FF8B999E7BDD81
17,SRR1294396,MMETSP0922,/mnt/scratch/ljcohen/mmetsp/Perkinsus_marinus/SRR1294396/trinity/Perkinsus_marinus_SRR1294396.Trinity.fixed.fasta,17982,201,1659,7001070,389.33767,0,171,0,3401,86.02231,239,326,420,539,754,0.4863,0.00193,0.00267,1.76562,0,0,0.08632,12889059,2560074,0.19862,251062,0.01948,2309012,15393,563045,0.08042,12785,0.71099,1073,0.05967,9419,0.5238,1893,0.10527,0.00042,0.0034,0.1717,11611,11611,0.6457,0.89274,8644,0.66462,4592,0.35307,3849,0.29594,2588,0.19899,1977,0.15201,1095,0.08419,0.27878,Perkinsus_marinus_SRR1294396,56,94,279,429,0.130536131,12889139,12889059,100,5243827,SenjieLin,"Alveolata(SAR,Chromalveolata)",Perkinsozoa,Perkinsea,Perkinsida,Perkinsidae,Perkinsus,marinus,ATCC50439,22-Jul-15,21-May-14,12889139,1288913900,12889139,100,792,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294396,SRX549010,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616850,SAMN02740110,simple,31276,Perkinsus marinus,MMETSP0922,NCGR,SRA166613,public,7E029F008BBB65C98C51964FC4FA3387,8E1774CC086620578BA403B71CC82575
18,SRR1294397,MMETSP0922,/mnt/scratch/ljcohen/mmetsp/Perkinsus_marinus/SRR1294397/trinity/trinity_out/Perkinsus_marinus_SRR1294397.Trinity.fixed.fa,12288,201,2062,4874082,396.65381,0,195,0,2756,89.12601,235,323,433,575,826,0.48556,0.00379,0.00167,1.76003,0,0,0.08766,4834463,1991446,0.41193,318612,0.0659,1672834,8935,284912,0.05845,7211,0.58683,485,0.03947,6314,0.51383,1033,0.08407,0.00196,0.01284,0.19928,8567,8567,0.69718,0.6587,7195,0.55321,3673,0.28241,3070,0.23604,2042,0.157,1537,0.11818,831,0.06389,0.22644,Perkinsus_marinus_SRR1294397,59,73,297,429,0.137529138,4836092,4834463,99.97,4297531,SenjieLin,"Alveolata(SAR,Chromalveolata)",Perkinsozoa,Perkinsea,Perkinsida,Perkinsidae,Perkinsus,marinus,ATCC50439,22-Jul-15,21-May-14,4836092,483609200,4836092,100,319,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294397,SRX549011,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616850,SAMN02740110,simple,31276,Perkinsus marinus,MMETSP0922,NCGR,SRA166613,public,8E23F2D6FD934CD401A8ECEA2D63D247,78AFD5F41F89CFA19F882615B811BDF4
19,SRR1294398,MMETSP0923,/mnt/scratch/ljcohen/mmetsp/Perkinsus_marinus/SRR1294398/trinity/trinity_out/Perkinsus_marinus_SRR1294398.Trinity.fixed.fa,17178,201,1956,6751583,393.03662,0,206,0,3252,85.28573,239,325,422,550,789,0.4857,0.00036,0.00388,1.75932,0,0,0.08683,11527768,2506590,0.21744,277023,0.02403,2229567,14812,528269,0.07824,11967,0.69665,946,0.05507,8498,0.4947,1946,0.11328,0.00054,0.00381,0.14745,20,20,0.00116,0.00061,18,0.00055,6,0.00018,1,3.00E-05,1,3.00E-05,1,3.00E-05,1,3.00E-05,8.00E-05,Perkinsus_marinus_SRR1294398,46,104,279,429,0.107226107,11527946,11527768,100,5042110,SenjieLin,"Alveolata(SAR,Chromalveolata)",Perkinsozoa,Perkinsea,Perkinsida,Perkinsidae,Perkinsus,marinus,ATCC50439,22-Jul-15,21-May-14,11527946,1152794600,11527946,100,718,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294398,SRX549012,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616851,SAMN02740111,simple,31276,Perkinsus marinus,MMETSP0923,NCGR,SRA166613,public,FAB830048CDB092DBC089C8304766568,54D611D0A2694DDCF4BEB4FC8B65120F
20,SRR1294399,MMETSP0923,/mnt/scratch/ljcohen/mmetsp/Perkinsus_marinus/SRR1294399/trinity/trinity_out/Perkinsus_marinus_SRR1294399.Trinity.fixed.fa,12187,201,1957,4666996,382.94872,0,172,0,2284,88.17976,233,311,406,540,803,0.48633,0.00376,0.00152,1.75048,0,0,0.08466,3501058,1457947,0.41643,288276,0.08234,1169671,8853,349067,0.07479,7593,0.62304,621,0.05096,5894,0.48363,1049,0.08608,0.00249,0.01741,0.20869,100,100,0.00821,0.0032,87,0.00279,32,0.00102,21,0.00067,13,0.00042,11,0.00035,10,0.00032,0.00057,Perkinsus_marinus_SRR1294399,40,81,308,429,0.093240093,3502037,3501058,99.97,3405245,SenjieLin,"Alveolata(SAR,Chromalveolata)",Perkinsozoa,Perkinsea,Perkinsida,Perkinsidae,Perkinsus,marinus,ATCC50439,22-Jul-15,21-May-14,3502037,350203700,3502037,100,233,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294399,SRX549013,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616851,SAMN02740111,simple,31276,Perkinsus marinus,MMETSP0923,NCGR,SRA166613,public,C048968D3E01CA18787B98DE6CF3B00A,E59A5BEC85909BCA612DC6499A8ED522
21,SRR1294400,MMETSP0361,/mnt/scratch/ljcohen/mmetsp/Scrippsiella_hangoei/SRR1294400/trinity/Scrippsiella_hangoei_SRR1294400.Trinity.fixed.fasta,139661,201,21966,128184817,917.82829,0,47174,25,73701,87.36497,368,959,1478,2062,3306,0.61299,0.00341,0.00132,2.12989,0,0,0.16208,20799534,19062970,0.91651,16894550,0.81226,2168420,39293,4538961,0.03541,62452,0.44717,5818,0.04166,80877,0.5791,9215,0.06598,0.43571,0.53861,0.41113,280,280,0.002,0.00848,194,0.00587,29,0.00088,14,0.00042,7,0.00021,4,0.00012,1,3.00E-05,0.00114,Scrippsiella_hangoei_SRR1294400,284,28,117,429,0.662004662,20841201,20799534,99.8,103972530,KarinRengefors,"Alveolata(SAR,Chromalveolata)",Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Scrippsiella,hangoei,SHTV-5,22-Jul-15,21-May-14,20841201,4168240200,20841201,200,2487,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294400,SRX549014,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616852,SAMN02740276,simple,268821,Scrippsiella hangoei,MMETSP0361,NCGR,SRA166613,public,99E66E37A6A964CA84E851DDDDAD9AC8,E2FECE2D5E4B454E475C0618F8DFB4B9
22,SRR1294401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-15,21-May-14,11591751,2318350200,11591751,200,1497,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294401,SRX549015,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616853,SAMN02740059,simple,216773,Corethron hystrix,MMETSP0010_2,NCGR,SRA166613,public,F5A720F3D1BE1421377BA05FDD10F8AC,E08C5CBDBEADA5DBF921FCA62C043DCB
23,SRR1294402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-15,21-May-14,21210275,4242055000,21210275,200,2771,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294402,SRX549016,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616854,SAMN02740381,simple,101924,Rhodosorus marinus,MMETSP0011_2,NCGR,SRA166613,public,3043D0699EDBEF21ED85C3117C6CA394,8920901AB62B66D53AA8D8B7FBB7C934
24,SRR1294403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-15,21-May-14,18396019,3679203800,18396019,200,2369,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294403,SRX549017,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616855,SAMN02740269,simple,2843,Skeletonema costatum,MMETSP0013_2,NCGR,SRA166613,public,471ED08DC720857DA7DA8213E5F6A38E,1584C15E6BE30320799AF8923B995A3C
25,SRR1294404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-15,21-May-14,16775964,3355192800,16775964,200,2190,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294404,SRX549018,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616856,SAMN02740136,simple,2857,Nitzschia,MMETSP0014_2,NCGR,SRA166613,public,3766930CDA962CEBC877CFF67A0E5F45,5E686420E975D04E539A9ABD28F359DC
26,SRR1294405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-15,21-May-14,21042328,4208465600,21042328,200,2754,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294405,SRX549019,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616857,SAMN02740340,simple,265563,Odontella aurita,MMETSP0015_2,NCGR,SRA166613,public,7DE5C21521FD2667D1AFFB5E2C21B222,FFF974459B98941F7DB6B96A0672C908
27,SRR1294406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-15,21-May-14,17063228,3412645600,17063228,200,2206,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294406,SRX549020,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616858,SAMN02740322,simple,2856,Cylindrotheca closterium,MMETSP0017_2,NCGR,SRA166613,public,99D490F2677119AA1E6DFC649906DDCF,0B8CAA17AF6BAE258120187A893326BC
28,SRR1294407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-15,21-May-14,22301235,4460247000,22301235,200,2916,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294407,SRX549021,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616859,SAMN02740387,simple,2898,Cryptomonas paramecium,MMETSP0038_2,NCGR,SRA166613,public,9941D5C27268433E33CDA4B110B8FB86,CE79B2AFE43B56B283C40ECC5BC60E94
29,SRR1294408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-15,21-May-14,13809739,2761947800,13809739,200,1818,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294408,SRX549022,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616860,SAMN02740388,simple,73025,Eutreptiella gymnastica,MMETSP0039_2,NCGR,SRA166613,public,243F3EB0B5DD74CA0525F162490984D0,98F9E61BC6228DD9EC15076818DAB722
30,SRR1294409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-15,21-May-14,21079444,4215888800,21079444,200,2747,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294409,SRX549023,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616861,SAMN02740393,simple,55529,Guillardia theta,MMETSP0046_2,NCGR,SRA166613,public,2B4D877BF20ABBE4E93A908A3430C1CC,627E10B4245A7356980FDC1A54C5C019
31,SRR1294410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-15,21-May-14,22296557,4459311400,22296557,200,2901,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294410,SRX549024,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616862,SAMN02740244,simple,652834,Palpitomonas bilix,MMETSP0780_2,NCGR,SRA166613,public,C4CB16AB1941A518AF9350CC85BC7675,4D0668E0B4F378A9DA74F215DBC6DDAA
32,SRR1294411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-15,21-May-14,22076599,4415319800,22076599,200,2909,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294411,SRX549025,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616863,SAMN02740302,simple,97485,Prymnesium parvum,MMETSP0008_2,NCGR,SRA166613,public,1D54AF8300E2E2AD05B7E14C0715D491,4A43777E08E39E83FCE627E851648B01
