Sample	avg_sequence_length	per_base_sequence_content	basic_statistics	per_base_n_content	adapter_content	sequence_duplication_levels	overrepresented_sequences	File type	Sequences flagged as poor quality	total_deduplicated_percentage	per_sequence_gc_content	%GC	kmer_content	per_base_sequence_quality	sequence_length_distribution	Encoding	Total Sequences	Filename	per_sequence_quality_scores	Sequence length	per_tile_sequence_quality
SRR1296951.trim_1P	49.99983450109954	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	42.031330329149924	pass	53.0	fail	pass	warn	Sanger / Illumina 1.9	33534966.0	SRR1296951.trim_1P.fq	pass	25-50	pass
SRR1296952.trim_1P	49.99941508919397	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	79.20229845636507	pass	53.0	fail	pass	warn	Sanger / Illumina 1.9	24321657.0	SRR1296952.trim_1P.fq	pass	28-50	warn
SRR1296953.trim_1P	49.99926826479041	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.9945360368983	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	36464010.0	SRR1296953.trim_1P.fq	pass	28-50	warn
SRR1296954.trim_1P	49.999157184670906	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	48.71343608002675	fail	45.0	fail	pass	warn	Sanger / Illumina 1.9	28352593.0	SRR1296954.trim_1P.fq	pass	28-50	warn
SRR1296955.trim_1P	49.9979545430082	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	47.7255007632735	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	22668284.0	SRR1296955.trim_1P.fq	pass	27-50	pass
SRR1296956.trim_1P	49.99796557831938	warn	pass	pass	pass	warn	pass	Conventional base calls	0.0	69.97676548931075	fail	39.0	fail	pass	warn	Sanger / Illumina 1.9	15199897.0	SRR1296956.trim_1P.fq	pass	27-50	pass
SRR1296957.trim_1P	49.9967150069016	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	57.66920064540795	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	15804295.0	SRR1296957.trim_1P.fq	pass	25-50	pass
SRR1296958.trim_1P	49.9999945614031	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	28.985270707017737	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	23903224.0	SRR1296958.trim_1P.fq	pass	49-50	pass
SRR1296959.trim_1P	49.99692081109961	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	56.37107805453433	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	16427378.0	SRR1296959.trim_1P.fq	pass	25-50	pass
SRR1296960.trim_1P	49.99940002603246	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	38.40250969499767	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	20044203.0	SRR1296960.trim_1P.fq	pass	25-50	warn
SRR1296961.trim_1P	49.99938674521693	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	35.62111002009359	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	24552601.0	SRR1296961.trim_1P.fq	pass	25-50	warn
SRR1296962.trim_1P	49.99688836749944	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	62.83685477735567	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	15924117.0	SRR1296962.trim_1P.fq	pass	25-50	pass
SRR1296963.trim_1P	49.999808993674925	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	34.59206404378309	pass	44.0	fail	pass	warn	Sanger / Illumina 1.9	20124988.0	SRR1296963.trim_1P.fq	pass	49-50	warn
SRR1296964.trim_1P	49.99980102245238	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.55088319091202	pass	42.0	fail	pass	warn	Sanger / Illumina 1.9	19916820.0	SRR1296964.trim_1P.fq	pass	49-50	warn
SRR1296965.trim_1P	49.99974366256838	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.92219134379981	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	23808462.0	SRR1296965.trim_1P.fq	pass	49-50	pass
SRR1296966.trim_1P	49.99791513832176	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	63.290662579147714	pass	43.0	fail	pass	warn	Sanger / Illumina 1.9	17610281.0	SRR1296966.trim_1P.fq	pass	43-50	pass
SRR1296967.trim_1P	49.99812250142187	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	68.10934491551241	pass	43.0	fail	pass	warn	Sanger / Illumina 1.9	14551276.0	SRR1296967.trim_1P.fq	pass	25-50	pass
SRR1296968.trim_1P	49.99700629209712	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	18.241010134349533	warn	43.0	fail	pass	warn	Sanger / Illumina 1.9	18924692.0	SRR1296968.trim_1P.fq	pass	42-50	pass
SRR1296969.trim_1P	49.996967790314066	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	20.096453879838496	fail	43.0	fail	pass	warn	Sanger / Illumina 1.9	14203833.0	SRR1296969.trim_1P.fq	pass	42-50	pass
SRR1296970.trim_1P	49.99697867644269	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	19.64072720171317	warn	43.0	fail	pass	warn	Sanger / Illumina 1.9	15680545.0	SRR1296970.trim_1P.fq	pass	42-50	pass
SRR1296971.trim_1P	49.99700653776965	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	26.008739158444172	warn	42.0	fail	pass	warn	Sanger / Illumina 1.9	6148733.0	SRR1296971.trim_1P.fq	pass	42-50	pass
SRR1296972.trim_1P	49.9988600901239	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	78.36943737997588	pass	60.0	fail	pass	warn	Sanger / Illumina 1.9	16783783.0	SRR1296972.trim_1P.fq	pass	36-50	pass
SRR1296973.trim_1P	49.997210838783246	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	52.49133559325193	pass	58.0	fail	pass	warn	Sanger / Illumina 1.9	11813946.0	SRR1296973.trim_1P.fq	pass	25-50	warn
SRR1296974.trim_1P	49.99982018086858	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	39.48279462706743	pass	44.0	fail	pass	warn	Sanger / Illumina 1.9	24641427.0	SRR1296974.trim_1P.fq	pass	49-50	pass
SRR1296975.trim_1P	49.99981875352121	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	30.696125834347093	pass	44.0	fail	pass	warn	Sanger / Illumina 1.9	20403155.0	SRR1296975.trim_1P.fq	pass	25-50	pass
SRR1296976.trim_1P	49.99709344112844	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	28.05027834890424	pass	29.0	fail	pass	warn	Sanger / Illumina 1.9	14970624.0	SRR1296976.trim_1P.fq	pass	25-50	pass
SRR1296977.trim_1P	49.99754460554768	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	51.92738819003338	pass	44.0	fail	pass	warn	Sanger / Illumina 1.9	16350937.0	SRR1296977.trim_1P.fq	pass	42-50	pass
SRR1296978.trim_1P	49.998854049455986	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	69.07137684431251	pass	63.0	fail	pass	warn	Sanger / Illumina 1.9	22674626.0	SRR1296978.trim_1P.fq	pass	34-50	pass
SRR1296979.trim_1P	49.99988861199323	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	53.90090411811232	pass	57.0	fail	pass	warn	Sanger / Illumina 1.9	24419146.0	SRR1296979.trim_1P.fq	pass	25-50	pass
SRR1296980.trim_1P	49.999885136980176	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.04647069273338	pass	53.0	fail	pass	warn	Sanger / Illumina 1.9	21573523.0	SRR1296980.trim_1P.fq	pass	25-50	pass
SRR1296981.trim_1P	49.99988940285674	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	52.90698875374154	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	23490661.0	SRR1296981.trim_1P.fq	pass	25-50	pass
SRR1296982.trim_1P	49.9998792035995	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	41.72983537840919	pass	51.0	fail	pass	warn	Sanger / Illumina 1.9	16921034.0	SRR1296982.trim_1P.fq	pass	25-50	pass
SRR1296983.trim_1P	49.99989161402589	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	34.74747607170957	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	20159435.0	SRR1296983.trim_1P.fq	pass	25-50	pass
SRR1296984.trim_1P	49.99999546523111	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	38.05577166519009	pass	59.0	fail	pass	warn	Sanger / Illumina 1.9	19626138.0	SRR1296984.trim_1P.fq	pass	49-50	pass
SRR1296985.trim_1P	49.99999403509771	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	41.97537911970566	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	17770618.0	SRR1296985.trim_1P.fq	pass	49-50	pass
SRR1296986.trim_1P	49.99874087279837	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.29300744720709	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	16320035.0	SRR1296986.trim_1P.fq	pass	25-50	pass
SRR1296987.trim_1P	49.99982463716111	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.864728796157856	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	22690098.0	SRR1296987.trim_1P.fq	pass	49-50	pass
SRR1296988.trim_1P	49.99852412133234	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.69642933762823	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	14148182.0	SRR1296988.trim_1P.fq	pass	25-50	pass
SRR1296989.trim_1P	49.99869693508558	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.13740205081187	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	13164348.0	SRR1296989.trim_1P.fq	pass	25-50	pass
SRR1296990.trim_1P	49.998748522754724	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	43.3789092676295	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	13303478.0	SRR1296990.trim_1P.fq	pass	25-50	pass
SRR1296991.trim_1P	49.99974302931422	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	47.22762244412362	pass	60.0	fail	pass	warn	Sanger / Illumina 1.9	24232336.0	SRR1296991.trim_1P.fq	pass	49-50	pass
SRR1296992.trim_1P	49.999755062494785	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	34.785699394015445	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	19315131.0	SRR1296992.trim_1P.fq	pass	49-50	pass
SRR1296993.trim_1P	49.99976622358598	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	30.364572797650126	pass	43.0	fail	pass	warn	Sanger / Illumina 1.9	8649290.0	SRR1296993.trim_1P.fq	pass	35-50	pass
SRR1296994.trim_1P	49.99990035203677	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	31.53742800679298	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	25299062.0	SRR1296994.trim_1P.fq	pass	49-50	warn
SRR1296995.trim_1P	49.99990048327494	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.666888455989884	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	23754801.0	SRR1296995.trim_1P.fq	pass	49-50	warn
SRR1296996.trim_1P	99.99891775527605	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	30.300634697228805	pass	46.0	fail	pass	warn	Sanger / Illumina 1.9	32510207.0	SRR1296996.trim_1P.fq	pass	26-100	pass
SRR1300211.trim_1P	49.998809728634896	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	21.288401673735788	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	18366400.0	SRR1300211.trim_1P.fq	pass	25-50	pass
SRR1300212.trim_1P	99.99793378557601	fail	pass	pass	pass	fail	fail	Conventional base calls	0.0	19.1844575069596	fail	41.0	fail	fail	warn	Sanger / Illumina 1.9	26328342.0	SRR1300212.trim_1P.fq	pass	25-100	fail
SRR1300213.trim_1P	99.99774331854272	fail	pass	pass	pass	fail	fail	Conventional base calls	0.0	45.340788407713355	fail	58.0	fail	fail	warn	Sanger / Illumina 1.9	11302437.0	SRR1300213.trim_1P.fq	warn	25-100	fail
SRR1300214.trim_1P	49.99942003243691	fail	pass	pass	pass	fail	fail	Conventional base calls	0.0	30.716265847428843	fail	53.0	fail	pass	warn	Sanger / Illumina 1.9	27037719.0	SRR1300214.trim_1P.fq	pass	25-50	warn
SRR1300215.trim_1P	49.999512633199636	fail	pass	pass	pass	warn	fail	Conventional base calls	0.0	62.553392245539165	fail	45.0	fail	fail	warn	Sanger / Illumina 1.9	6808014.0	SRR1300215.trim_1P.fq	pass	25-50	pass
SRR1300216.trim_1P	49.99855160625353	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	32.45836851206923	pass	67.0	fail	pass	warn	Sanger / Illumina 1.9	32571944.0	SRR1300216.trim_1P.fq	pass	27-50	pass
SRR1300217.trim_1P	49.99996225239083	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	20.04658049405677	fail	38.0	fail	pass	warn	Sanger / Illumina 1.9	19974775.0	SRR1300217.trim_1P.fq	pass	46-50	warn
SRR1300218.trim_1P	49.999699459698036	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	14.933532624755827	fail	36.0	fail	pass	warn	Sanger / Illumina 1.9	22965306.0	SRR1300218.trim_1P.fq	pass	36-50	pass
SRR1300219.trim_1P	49.99991231489627	fail	pass	pass	pass	fail	fail	Conventional base calls	0.0	35.00142873799501	fail	47.0	fail	pass	warn	Sanger / Illumina 1.9	16787344.0	SRR1300219.trim_1P.fq	pass	39-50	warn
SRR1300220.trim_1P	49.999905560464285	fail	pass	pass	pass	fail	fail	Conventional base calls	0.0	31.879979184153704	fail	48.0	fail	pass	warn	Sanger / Illumina 1.9	21389347.0	SRR1300220.trim_1P.fq	pass	29-50	warn
SRR1300221.trim_1P	49.9994094935332	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	44.42483979090198	fail	53.0	fail	pass	warn	Sanger / Illumina 1.9	14998989.0	SRR1300221.trim_1P.fq	pass	28-50	pass
SRR1300222.trim_1P	49.99933515400574	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	45.40004785522465	fail	51.0	fail	pass	warn	Sanger / Illumina 1.9	13696405.0	SRR1300222.trim_1P.fq	pass	28-50	pass
SRR1300223.trim_1P	49.99986492913716	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	44.31555826257721	pass	58.0	fail	pass	warn	Sanger / Illumina 1.9	26334325.0	SRR1300223.trim_1P.fq	pass	39-50	warn
SRR1300224.trim_1P	49.998889079640534	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	38.468725771506804	pass	56.0	fail	pass	warn	Sanger / Illumina 1.9	23509336.0	SRR1300224.trim_1P.fq	pass	34-50	pass
SRR1300225.trim_1P	49.99904884682462	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	52.290806096030764	pass	56.0	fail	pass	warn	Sanger / Illumina 1.9	18907575.0	SRR1300225.trim_1P.fq	pass	26-50	pass
SRR1300226.trim_1P	49.99865295317952	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	44.18447521807105	pass	56.0	fail	pass	warn	Sanger / Illumina 1.9	35240052.0	SRR1300226.trim_1P.fq	pass	41-50	fail
SRR1300227.trim_1P	49.99903791446193	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	51.25009971484795	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	21201857.0	SRR1300227.trim_1P.fq	pass	26-50	pass
SRR1300228.trim_1P	49.99976327837992	fail	pass	pass	pass	fail	fail	Conventional base calls	0.0	15.234191691138527	fail	51.0	fail	pass	warn	Sanger / Illumina 1.9	26571295.0	SRR1300228.trim_1P.fq	pass	25-50	pass
SRR1300229.trim_1P	49.9973688707274	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	57.0860289577848	pass	67.0	fail	pass	warn	Sanger / Illumina 1.9	12517819.0	SRR1300229.trim_1P.fq	pass	25-50	pass
SRR1300230.trim_1P	49.99763044934884	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	51.75460560019582	pass	66.0	fail	pass	warn	Sanger / Illumina 1.9	14125885.0	SRR1300230.trim_1P.fq	pass	25-50	pass
SRR1300231.trim_1P	49.99800323660731	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	57.13940477284745	pass	67.0	warn	pass	warn	Sanger / Illumina 1.9	12233798.0	SRR1300231.trim_1P.fq	pass	42-50	pass
SRR1300232.trim_1P	49.99645560364414	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	51.256424229284356	pass	66.0	fail	pass	warn	Sanger / Illumina 1.9	15869557.0	SRR1300232.trim_1P.fq	pass	25-50	pass
SRR1300233.trim_1P	49.99801395879129	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.374701589158335	pass	67.0	fail	pass	warn	Sanger / Illumina 1.9	13503748.0	SRR1300233.trim_1P.fq	pass	43-50	pass
SRR1300234.trim_1P	49.997969130055914	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.52187018238256	pass	67.0	fail	pass	warn	Sanger / Illumina 1.9	13870903.0	SRR1300234.trim_1P.fq	pass	43-50	pass
SRR1300235.trim_1P	49.99652515387686	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	47.47427719305788	pass	66.0	fail	pass	warn	Sanger / Illumina 1.9	16951542.0	SRR1300235.trim_1P.fq	pass	25-50	pass
SRR1300236.trim_1P	49.99803376998636	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	51.05158497041121	warn	66.0	warn	pass	warn	Sanger / Illumina 1.9	12389700.0	SRR1300236.trim_1P.fq	pass	43-50	pass
SRR1300237.trim_1P	49.999133613099104	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	35.07881265215712	pass	43.0	fail	pass	warn	Sanger / Illumina 1.9	37933399.0	SRR1300237.trim_1P.fq	pass	30-50	pass
SRR1300238.trim_1P	49.998593456659385	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	41.538654446811805	pass	42.0	fail	pass	warn	Sanger / Illumina 1.9	25308143.0	SRR1300238.trim_1P.fq	pass	27-50	pass
SRR1300239.trim_1P	49.99858864657226	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	38.51861262077432	pass	43.0	fail	pass	warn	Sanger / Illumina 1.9	25999866.0	SRR1300239.trim_1P.fq	pass	27-50	pass
SRR1300240.trim_1P	49.99858665036906	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	39.782505307109744	pass	42.0	fail	pass	warn	Sanger / Illumina 1.9	31204593.0	SRR1300240.trim_1P.fq	pass	27-50	pass
SRR1300241.trim_1P	49.99975152794696	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.63701624208633	warn	61.0	fail	pass	warn	Sanger / Illumina 1.9	28816118.0	SRR1300241.trim_1P.fq	pass	43-50	warn
SRR1300242.trim_1P	49.99974372355155	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.7810050469631	warn	61.0	fail	pass	warn	Sanger / Illumina 1.9	27747380.0	SRR1300242.trim_1P.fq	pass	43-50	warn
SRR1300243.trim_1P	49.99973624498135	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.226686699163416	warn	61.0	fail	pass	warn	Sanger / Illumina 1.9	29830712.0	SRR1300243.trim_1P.fq	pass	43-50	warn
SRR1300244.trim_1P	49.99996398675214	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	44.72313988703803	pass	65.0	fail	pass	warn	Sanger / Illumina 1.9	27101138.0	SRR1300244.trim_1P.fq	pass	46-50	fail
SRR1300245.trim_1P	49.99878627723291	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.87593026628124	pass	64.0	fail	pass	warn	Sanger / Illumina 1.9	22740778.0	SRR1300245.trim_1P.fq	pass	26-50	fail
SRR1300246.trim_1P	49.99884151659311	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	41.7506111296689	pass	52.0	fail	pass	warn	Sanger / Illumina 1.9	38445091.0	SRR1300246.trim_1P.fq	pass	26-50	fail
SRR1300247.trim_1P	49.99886818707075	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	59.325951567779356	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	37514150.0	SRR1300247.trim_1P.fq	pass	26-50	fail
SRR1300248.trim_1P	49.9998643868409	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	25.014856139824733	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	29820115.0	SRR1300248.trim_1P.fq	pass	39-50	warn
SRR1300249.trim_1P	49.99986006208122	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	31.76127877790075	pass	54.0	fail	pass	warn	Sanger / Illumina 1.9	27254943.0	SRR1300249.trim_1P.fq	pass	39-50	warn
SRR1300250.trim_1P	49.99986399973731	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	34.14870267771653	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	27286712.0	SRR1300250.trim_1P.fq	pass	39-50	warn
SRR1300251.trim_1P	49.99959256474017	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	26.41364871251452	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	28939567.0	SRR1300251.trim_1P.fq	pass	34-50	warn
SRR1300252.trim_1P	49.99959703534797	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	26.445582958365964	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	25141163.0	SRR1300252.trim_1P.fq	pass	34-50	warn
SRR1300253.trim_1P	49.99960049210925	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	27.292063507136294	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	27276057.0	SRR1300253.trim_1P.fq	pass	34-50	warn
SRR1300254.trim_1P	49.99959686145916	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	26.73129210362569	pass	57.0	fail	pass	warn	Sanger / Illumina 1.9	31314297.0	SRR1300254.trim_1P.fq	pass	34-50	warn
SRR1300255.trim_1P	49.99854886078406	warn	pass	pass	pass	warn	pass	Conventional base calls	0.0	63.60240326583425	pass	63.0	fail	pass	warn	Sanger / Illumina 1.9	32935503.0	SRR1300255.trim_1P.fq	pass	27-50	pass
SRR1300256.trim_1P	49.998546911351944	warn	pass	pass	pass	warn	pass	Conventional base calls	0.0	62.75184766435061	pass	63.0	fail	pass	warn	Sanger / Illumina 1.9	34624178.0	SRR1300256.trim_1P.fq	pass	27-50	pass
SRR1300257.trim_1P	49.99854033684045	warn	pass	pass	pass	warn	pass	Conventional base calls	0.0	60.791578977015824	warn	62.0	fail	pass	warn	Sanger / Illumina 1.9	34259959.0	SRR1300257.trim_1P.fq	pass	27-50	pass
SRR1300258.trim_1P	49.999061852167216	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	61.006144380460306	pass	63.0	fail	pass	warn	Sanger / Illumina 1.9	40570365.0	SRR1300258.trim_1P.fq	pass	30-50	pass
SRR1300259.trim_1P	49.999862475289426	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	35.14373039720805	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	31281651.0	SRR1300259.trim_1P.fq	pass	39-50	warn
SRR1300260.trim_1P	49.99986535143276	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	32.20155904313926	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	30679866.0	SRR1300260.trim_1P.fq	pass	39-50	warn
SRR1300261.trim_1P	49.99881675722457	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	41.58408959547854	warn	62.0	fail	pass	warn	Sanger / Illumina 1.9	54793489.0	SRR1300261.trim_1P.fq	pass	26-50	fail
SRR1300262.trim_1P	49.998808895559144	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	48.891562299133284	pass	62.0	fail	pass	warn	Sanger / Illumina 1.9	31862865.0	SRR1300262.trim_1P.fq	pass	26-50	fail
SRR1300263.trim_1P	49.99979032402705	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	74.20406348189664	pass	58.0	fail	pass	warn	Sanger / Illumina 1.9	28000347.0	SRR1300263.trim_1P.fq	pass	39-50	warn
SRR1300264.trim_1P	49.99960159676147	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	57.17473070978405	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	27695558.0	SRR1300264.trim_1P.fq	pass	34-50	warn
SRR1300265.trim_1P	49.99961398604028	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	46.48242223973716	pass	56.0	fail	pass	warn	Sanger / Illumina 1.9	27872049.0	SRR1300265.trim_1P.fq	pass	34-50	warn
SRR1300266.trim_1P	49.99960413366663	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	44.50508463701054	pass	56.0	fail	pass	warn	Sanger / Illumina 1.9	29825724.0	SRR1300266.trim_1P.fq	pass	34-50	warn
SRR1300267.trim_1P	49.99960499655927	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	52.10809276944304	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	29668096.0	SRR1300267.trim_1P.fq	pass	34-50	warn
SRR1300268.trim_1P	49.999776368211045	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	38.88254354295441	pass	57.0	fail	pass	warn	Sanger / Illumina 1.9	29879473.0	SRR1300268.trim_1P.fq	pass	29-50	warn
SRR1300269.trim_1P	49.99999449297524	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	39.79579640980917	pass	63.0	fail	pass	warn	Sanger / Illumina 1.9	19974488.0	SRR1300269.trim_1P.fq	pass	49-50	pass
SRR1300270.trim_1P	49.99999449921453	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	34.12272164552032	warn	60.0	fail	pass	warn	Sanger / Illumina 1.9	22360443.0	SRR1300270.trim_1P.fq	pass	49-50	pass
SRR1300271.trim_1P	49.99981788636471	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	46.25905821484004	pass	53.0	fail	pass	warn	Sanger / Illumina 1.9	34857357.0	SRR1300271.trim_1P.fq	pass	42-50	warn
SRR1300272.trim_1P	49.999821085628	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	39.79495574553272	pass	44.0	fail	pass	warn	Sanger / Illumina 1.9	40315375.0	SRR1300272.trim_1P.fq	pass	42-50	warn
SRR1300273.trim_1P	49.99981991755236	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	39.78378758727569	pass	45.0	fail	pass	warn	Sanger / Illumina 1.9	42891465.0	SRR1300273.trim_1P.fq	pass	42-50	warn
SRR1300274.trim_1P	49.99982075638801	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.92296773726069	pass	52.0	fail	pass	warn	Sanger / Illumina 1.9	35939914.0	SRR1300274.trim_1P.fq	pass	42-50	warn
SRR1300275.trim_1P	49.999886172077616	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	46.54781689780707	warn	58.0	fail	pass	warn	Sanger / Illumina 1.9	25758179.0	SRR1300275.trim_1P.fq	pass	39-50	pass
SRR1300276.trim_1P	49.99995754839762	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	62.848705463921995	warn	58.0	fail	pass	warn	Sanger / Illumina 1.9	9846507.0	SRR1300276.trim_1P.fq	pass	40-50	pass
SRR1300277.trim_1P	49.9998907805868	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.33679828824847	warn	58.0	fail	pass	warn	Sanger / Illumina 1.9	24638477.0	SRR1300277.trim_1P.fq	pass	39-50	pass
SRR1300278.trim_1P	49.99972343960022	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	44.43404253158267	warn	65.0	fail	pass	warn	Sanger / Illumina 1.9	22190451.0	SRR1300278.trim_1P.fq	pass	25-50	pass
